No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
487,WAB,Wabtec Corporation,Services,Railroads,USA,11522.89,37.82,73.53,0.10%,622764
488,SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,USA,11478.16,10.96,218.27,0.55%,318792
489,NCLH,Norwegian Cruise Line Holdings Ltd.,Services,Resorts & Casinos,USA,11461.69,12.1,52.76,-1.81%,1739384
490,AES,The AES Corporation,Utilities,Electric Utilities,USA,11456.64,23.41,17.28,1.95%,5265118
491,BURL,"Burlington Stores, Inc.",Services,"Discount, Variety Stores",USA,11449.68,28.89,173.27,2.13%,470364
492,ARNC,Arconic Inc.,Basic Materials,Aluminum,USA,11412.81,17.1,25.87,-1.07%,2229313
493,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,11363.04,20.63,93.6,1.52%,1126401
494,DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,USA,11338.24,23.72,27.52,-0.07%,4011043
495,CMA,Comerica Incorporated,Financial,Money Center Banks,USA,11333.34,9.35,71.73,1.61%,970747
496,VST,Vistra Energy Corp.,Utilities,Electric Utilities,USA,11323.35,25.18,22.54,-0.35%,6179907
497,FTI,TechnipFMC plc,Basic Materials,Oil & Gas Equipment & Services,USA,11315.51,,25.14,-0.16%,1466276
498,SGEN,"Seattle Genetics, Inc.",Healthcare,Biotechnology,USA,11315.07,,70.43,2.37%,908618
499,FDS,FactSet Research Systems Inc.,Technology,Information & Delivery Services,USA,11276.93,35.17,296.06,1.10%,313813
500,JBGS,JBG SMITH Properties,Financial,Property Management,USA,11258.07,72.98,40.14,1.13%,189068
501,LII,Lennox International Inc.,Industrial Goods,Diversified Machinery,USA,11248.46,29.63,288.57,1.39%,208627
502,ETFC,E*TRADE Financial Corporation,Financial,Investment Brokerage - National,USA,11237.26,11.09,45.53,-0.07%,823502
503,FMC,FMC Corporation,Basic Materials,Chemicals - Major Diversified,USA,11182.11,18.7,84.79,1.54%,322465
504,FNF,"Fidelity National Financial, Inc.",Financial,Surety & Title Insurance,USA,11170.41,15.48,41.11,0.76%,413535
505,MRO,Marathon Oil Corporation,Basic Materials,Independent Oil & Gas,USA,11164.86,12.49,13.66,0.81%,6382781
506,ELS,"Equity LifeStyle Properties, Inc.",Financial,REIT - Residential,USA,11089.15,44.85,124.92,1.32%,248112
507,NI,NiSource Inc.,Utilities,Diversified Utilities,USA,11019.03,,29.51,1.48%,1344275
508,UAA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,10935.2,216.08,25.93,1.57%,2365736
509,PKI,"PerkinElmer, Inc.",Healthcare,Medical Laboratories & Research,USA,10920.54,45.01,98.79,0.36%,864868
510,MHK,"Mohawk Industries, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,10919.06,14.25,153.25,1.18%,207317
511,ROKU,"Roku, Inc.",Services,CATV Systems,USA,10904.2,,93.51,0.49%,7313660
512,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,10865.09,,151.47,0.58%,1486235
513,EMN,Eastman Chemical Company,Basic Materials,Chemicals - Major Diversified,USA,10803.08,11.31,77.72,-0.04%,421904
514,PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,USA,10742.79,20.74,95.63,0.67%,344650
515,JKHY,"Jack Henry & Associates, Inc.",Technology,Business Software & Services,USA,10673.03,37.63,137.61,1.23%,205419
516,TTD,"The Trade Desk, Inc.",Technology,Application Software,USA,10578.47,121.72,233.83,-0.16%,530403
517,NBL,"Noble Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,10563.8,,22.1,1.38%,1799700
518,PTC,PTC Inc.,Technology,Technical & System Software,USA,10450.76,,92.97,2.20%,436303
519,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,10410.37,,18.94,1.01%,885245
520,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Chemicals,USA,10405.85,32.39,46.64,0.76%,641172
521,HSIC,"Henry Schein, Inc.",Services,Medical Equipment Wholesale,USA,10402.29,21.09,69.23,0.52%,831994
522,URI,"United Rentals, Inc.",Services,Rental & Leasing Services,USA,10398.33,10.01,132.92,0.85%,454875
523,CPT,Camden Property Trust,Financial,REIT - Residential,USA,10340.04,66.82,107.72,1.16%,150467
524,ARRY,Array BioPharma Inc.,Healthcare,Biotechnology,USA,10335.4,,46.72,0.47%,2337180
525,DBX,"Dropbox, Inc.",Technology,Application Software,USA,10271.26,,25.08,0.32%,3734374
526,EQH,"AXA Equitable Holdings, Inc.",Financial,Insurance Brokers,USA,10251.02,16.52,21.51,2.67%,3571437
527,ZS,"Zscaler, Inc.",Technology,Security Software & Services,USA,10246.92,,80.64,2.13%,3214998
528,WTRU,"Aqua America, Inc.",Utilities,Water Utilities,USA,10226.21,65.31,57.47,0.60%,38604
529,APA,Apache Corporation,Basic Materials,Independent Oil & Gas,USA,10138.34,96.4,27.28,-0.44%,3235501
530,AVY,Avery Dennison Corporation,Consumer Goods,Business Equipment,USA,10128.65,54.05,120.15,0.59%,303704
531,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,10107.06,45.03,19.68,1.71%,4133677
532,Y,Alleghany Corporation,Financial,Property & Casualty Insurance,USA,10038.01,34.08,702.45,0.84%,45459
533,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,10034,30.22,277.95,0.09%,69268
534,ZEN,"Zendesk, Inc.",Technology,Application Software,USA,9973.15,,91.8,0.99%,986364
535,TMK,Torchmark Corporation,Financial,Life Insurance,USA,9959.26,14.68,91.63,1.24%,255203
536,NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,USA,9955.18,37.62,35.81,1.62%,1850921
537,RGA,"Reinsurance Group of America, Incorporated",Financial,Life Insurance,USA,9912,14.13,157.94,0.91%,114721
538,FRT,Federal Realty Investment Trust,Financial,REIT - Retail,USA,9854.69,43.46,131.8,1.38%,191064
539,COG,Cabot Oil & Gas Corporation,Basic Materials,Independent Oil & Gas,USA,9829.89,14.74,23.53,2.22%,4495699
540,TW,Tradeweb Markets Inc.,Technology,Information & Delivery Services,USA,9792.51,64.72,45.5,3.13%,738611
541,WRK,WestRock Company,Consumer Goods,Packaging & Containers,USA,9781.59,13.14,38.12,2.39%,1025409
542,JBHT,"J.B. Hunt Transport Services, Inc.",Services,Trucking,USA,9752.53,19.83,91.41,1.26%,337360
543,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,9693.14,26.47,34.73,1.17%,812897
544,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,USA,9681.95,39.6,177.39,0.15%,402840
545,FICO,Fair Isaac Corporation,Technology,Business Software & Services,USA,9635.12,63.27,331.4,2.42%,170285
546,HII,"Huntington Ingalls Industries, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,9635.02,12.6,232.73,1.50%,179058
547,BF-A,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,9555.77,32.68,56.53,1.65%,22416
548,ZG,"Zillow Group, Inc.",Technology,Internet Information Providers,USA,9552.78,,47.69,0.55%,504842
549,RNG,"RingCentral, Inc.",Technology,Application Software,USA,9477.84,,116.15,1.17%,517486
550,BAH,Booz Allen Hamilton Holding Corporation,Services,Management Services,USA,9452.08,24.8,67.51,1.18%,465749
551,AFG,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,9417.97,13.39,105.37,1.43%,173686
552,DVA,DaVita Inc.,Healthcare,Specialized Health Services,USA,9407.29,17.62,57.4,1.16%,965008
553,JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,USA,9397.89,16.79,27.07,0.45%,1603237
554,PKG,Packaging Corporation of America,Consumer Goods,Packaging & Containers,USA,9368.13,12.09,99.98,2.47%,1129574
555,LW,"Lamb Weston Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,9341.35,21.86,63.72,1.76%,670897
556,BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Laboratories & Research,USA,9338.91,18.63,319.17,1.43%,72387
557,MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,USA,9307.78,17.17,24.76,0.45%,1897426
558,UBNT,"Ubiquiti Networks, Inc.",Technology,Communication Equipment,USA,9296.76,29.76,132,0.30%,673442
559,CVNA,Carvana Co.,Services,Auto Dealerships,USA,9284.76,,64.17,-0.82%,512048
560,IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,9259.69,25.62,65.56,-0.68%,972655
561,WHR,Whirlpool Corporation,Consumer Goods,Appliances,USA,9259.28,42.51,146.23,0.96%,191504
562,BYND,"Beyond Meat, Inc.",Consumer Goods,Processed & Packaged Goods,USA,9235.44,,151.5,1.20%,2261049
563,TRGP,Targa Resources Corp.,Basic Materials,Oil & Gas Pipelines,USA,9206.73,,39.65,1.33%,982765
564,VICI,VICI Properties Inc.,Financial,REIT - Diversified,USA,9205.61,15.5,22.74,1.11%,4560018
565,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,USA,9182.47,43.25,123.92,0.28%,239122
566,UGI,UGI Corporation,Utilities,Diversified Utilities,USA,9149.09,23.76,52.43,-2.89%,1518194
567,DOCU,"DocuSign, Inc.",Technology,Business Software & Services,USA,9146.7,,51.65,0.60%,1287753
568,BKI,"Black Knight, Inc.",Financial,Asset Management,USA,9134.88,54.49,60.81,-0.60%,414850
569,SAGE,"Sage Therapeutics, Inc.",Healthcare,Biotechnology,USA,9097.49,,180.47,1.39%,198370
570,MTN,"Vail Resorts, Inc.",Services,Resorts & Casinos,USA,9049.61,31.03,226.58,1.71%,219911
571,AGNC,AGNC Investment Corp.,Financial,REIT - Residential,USA,9048.76,1296.92,16.86,0.48%,2975063
572,IRM,Iron Mountain Incorporated,Technology,Business Software & Services,USA,9048.47,25.47,31.97,1.11%,1161364
573,PHM,"PulteGroup, Inc.",Industrial Goods,Residential Construction,USA,9036.67,9.19,32.68,0.68%,1653862
574,SNA,Snap-on Incorporated,Industrial Goods,Small Tools & Accessories,USA,9035.95,13.31,162.81,-0.09%,344905
575,WEX,WEX Inc.,Services,Business Services,USA,9000.13,66.85,208.24,0.16%,173222
576,OLED,Universal Display Corporation,Technology,Semiconductor Equipment & Materials,USA,8994.89,108.61,190.61,0.31%,267595
577,CACC,Credit Acceptance Corporation,Financial,Credit Services,USA,8954.99,15.27,486.42,0.39%,64763
578,ANDX,Andeavor Logistics LP,Basic Materials,Oil & Gas Equipment & Services,USA,8942.97,14.6,36.62,0.91%,245573
579,BFAM,Bright Horizons Family Solutions Inc.,Services,Personal Services,USA,8941.43,55.98,154.83,1.17%,114027
580,AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services,USA,8914.61,46.26,128.41,1.24%,506516
581,IPG,"The Interpublic Group of Companies, Inc.",Services,Advertising Agencies,USA,8905.02,14.45,23.16,-0.17%,1785341
582,WU,The Western Union Company,Financial,Credit Services,USA,8863.43,10.82,20.25,0.45%,3773308
583,ARMK,Aramark,Services,Specialty Eateries,USA,8846.58,19.68,35.93,0.22%,682877
584,NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,USA,8832.94,37.03,54.39,1.95%,469888
585,FFIV,"F5 Networks, Inc.",Technology,Business Software & Services,USA,8821.59,17.84,147.8,0.97%,525275
586,MOH,"Molina Healthcare, Inc.",Healthcare,Health Care Plans,USA,8812.63,12.02,142.53,1.19%,278441
587,TPR,"Tapestry, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,8810.2,12.32,30.38,0.13%,1887328
588,VER,"VEREIT, Inc.",Financial,REIT - Diversified,USA,8796.71,,9.16,1.22%,4654553
589,WTR,"Aqua America, Inc.",Utilities,Water Utilities,USA,8776.93,47.07,41.66,0.80%,541077
590,SC,Santander Consumer USA Holdings Inc.,Financial,Mortgage Investment,USA,8771.02,9.91,25.41,1.44%,910665
591,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,8720.56,11.41,68.14,1.79%,398623
592,OGE,OGE Energy Corp.,Utilities,Electric Utilities,USA,8717.64,20.96,43.61,1.00%,663124
593,EQM,"EQM Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,8692.65,18.97,43.96,1.85%,208726
594,LEVI,Levi Strauss & Co.,Consumer Goods,Textile - Apparel Clothing,USA,8630.37,19.15,21.79,2.01%,683644
595,COTY,Coty Inc.,Consumer Goods,Personal Products,USA,8605.22,,11.67,-0.26%,3231639
596,EEFT,"Euronet Worldwide, Inc.",Services,Business Services,USA,8553.93,40.24,169.05,0.79%,215530
597,MDB,"MongoDB, Inc.",Technology,Application Software,USA,8540.95,,154.98,0.60%,1866866
598,SEIC,SEI Investments Company,Financial,Asset Management,USA,8533.92,18.89,56.7,0.75%,253118
599,SCI,Service Corporation International,Services,Personal Services,USA,8522.05,20.55,47.4,1.13%,431440
600,HEI-A,HEICO Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,8520.11,49.32,107.03,1.37%,176682
601,RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,8502.21,19.74,110.49,0.20%,1095800
602,GLPI,"Gaming and Leisure Properties, Inc.",Financial,REIT - Diversified,USA,8497.09,25.54,39.87,1.19%,664602
603,BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,USA,8463.93,9.7,40.69,-0.97%,762672
604,CCK,"Crown Holdings, Inc.",Consumer Goods,Packaging & Containers,USA,8441.44,18.78,63.09,1.35%,614584
605,LEA,Lear Corporation,Consumer Goods,Auto Parts,USA,8438.35,8.58,134.39,-0.56%,287076
606,GGG,Graco Inc.,Industrial Goods,Diversified Machinery,USA,8405.25,25.56,50.83,0.10%,330630
607,ZION,"Zions Bancorporation, National Association",Financial,Regional - Pacific Banks,USA,8382.88,11.22,45.37,1.16%,1033683
608,TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,USA,8362.7,65.4,221.06,0.46%,47635
609,KAR,"KAR Auction Services, Inc.",Services,"Specialty Retail, Other",USA,8356.74,10.81,25.25,0.20%,2684778
610,COUP,Coupa Software Incorporated,Technology,Internet Software & Services,USA,8345.78,,135.22,1.31%,1655806
611,IVZ,Invesco Ltd.,Financial,Asset Management,USA,8305.1,10.43,20.82,1.36%,2291586
612,GWRE,"Guidewire Software, Inc.",Technology,Business Software & Services,USA,8292.19,103.17,102.55,0.65%,359137
613,VOYA,"Voya Financial, Inc.",Financial,Asset Management,USA,8271.94,16.43,56.31,1.31%,721564
614,LKQ,LKQ Corporation,Consumer Goods,Auto Parts,USA,8270.16,19.67,26.69,0.53%,1628505
615,ON,ON Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8251.06,15.42,19.83,-0.80%,2331020
616,LAMR,Lamar Advertising Company (REIT),Financial,REIT - Diversified,USA,8218.89,24.1,82.71,2.07%,320734
617,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,8208.06,20.79,47.3,-0.53%,1039880
618,QRVO,"Qorvo, Inc.",Technology,Semiconductor - Broad Line,USA,8199.46,74.99,68.99,-0.90%,888211
619,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,8185.95,69.98,216.72,1.48%,76835
620,XRX,Xerox Corporation,Technology,Information Technology Services,USA,8175.9,17.7,36.48,2.36%,805912
621,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,8149.63,22.66,22.34,0.31%,8012881
622,NLSN,Nielsen Holdings plc,Technology,Information & Delivery Services,USA,8146.8,,22.92,0.44%,1587983
623,CZR,Caesars Entertainment Corporation,Services,Resorts & Casinos,USA,8133.8,,12.14,0.41%,13284009
624,CTLT,"Catalent, Inc.",Healthcare,Drugs - Generic,USA,8116.51,56.26,55.92,0.72%,845336
625,H,Hyatt Hotels Corporation,Services,Lodging,USA,8109.14,20.7,77.98,1.92%,317100
626,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA,8105.54,36.89,62.3,1.33%,283489
627,NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,8102.81,,21.78,0.05%,1354626
628,IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,USA,8075.64,23.2,155.72,0.73%,737417
629,LSXMK,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,8066.28,24.16,38.97,0.96%,269614
630,SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,8028.93,12.96,78.8,0.41%,603570
631,OAK,"Oaktree Capital Group, LLC",Financial,Asset Management,USA,8014.88,17.47,50.25,0.70%,724762
632,FBHS,"Fortune Brands Home & Security, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,8000.2,20.52,56.86,0.76%,559322
633,USFD,US Foods Holding Corp.,Services,Food Wholesale,USA,7996.17,20.14,36.71,0.82%,1067949
634,NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,USA,7941.97,25.58,140.84,0.61%,78673
635,BG,Bunge Limited,Consumer Goods,Farm Products,USA,7938.23,32.31,56.73,0.57%,373911
636,ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,USA,7928.43,42.51,125.92,1.93%,188631
637,CG,The Carlyle Group L.P.,Financial,Asset Management,USA,7921.2,14.51,23.68,-0.55%,574070
638,NWSA,News Corporation,Services,Broadcasting - TV,USA,7921.11,,13.45,-0.44%,1677132
639,CSL,Carlisle Companies Incorporated,Consumer Goods,Rubber & Plastics,USA,7908.89,22.34,140.03,-0.08%,209870
640,ALK,"Alaska Air Group, Inc.",Services,Regional Airlines,USA,7870.9,18.11,63.84,1.19%,759894
641,MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA,7862.64,42.37,150.51,0.59%,97071
642,ZAYO,"Zayo Group Holdings, Inc.",Technology,Communication Equipment,USA,7856.93,69.81,33.16,0.39%,2155860
643,POST,"Post Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,7853.57,,108.37,2.60%,583716
644,ETSY,"Etsy, Inc.",Services,"Specialty Retail, Other",USA,7849.87,83.26,64.28,2.62%,1028865
645,BRKR,Bruker Corporation,Healthcare,Medical Laboratories & Research,USA,7820.78,43.64,50.89,1.52%,550999
646,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,7812.61,,85.8,2.36%,427781
647,OHI,"Omega Healthcare Investors, Inc.",Financial,REIT - Healthcare Facilities,USA,7803.12,29.99,37.94,1.28%,538272
648,STOR,STORE Capital Corporation,Financial,REIT - Diversified,USA,7786.49,40.7,34.27,1.24%,924922
649,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA,7748.3,35.76,45.81,0.42%,1140162
650,HFC,HollyFrontier Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,7748.09,7.43,45.35,-0.66%,1017492
651,KIM,Kimco Realty Corporation,Financial,REIT - Retail,USA,7727.66,37.61,18.39,0.93%,1418701
652,ARCC,Ares Capital Corporation,Financial,Diversified Investments,USA,7707.47,9.3,18.08,0.06%,745949
653,MIDD,The Middleby Corporation,Industrial Goods,Diversified Machinery,USA,7704.07,24.03,138.56,1.34%,79321
654,KRC,Kilroy Realty Corporation,Financial,REIT - Office,USA,7653.2,30.22,76.77,1.71%,317264
655,KSS,Kohl's Corporation,Services,Department Stores,USA,7650.72,9.91,47.52,0.87%,2159599
656,AOS,A. O. Smith Corporation,Industrial Goods,Industrial Electrical Equipment,USA,7644.08,18.43,46.79,-0.43%,816713
657,LPT,Liberty Property Trust,Financial,REIT - Office,USA,7626.69,49.26,51.57,1.32%,356004
658,AIV,Apartment Investment and Management Company,Financial,REIT - Residential,USA,7612.39,9.07,51.55,1.62%,509726
659,LB,"L Brands, Inc.",Services,Apparel Stores,USA,7604.9,11.98,27.29,4.20%,2152093
660,GH,"Guardant Health, Inc.",Healthcare,Medical Laboratories & Research,USA,7596.38,,86,0.28%,272269
661,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,7580.71,,72.64,-0.45%,340565
662,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,7568.86,11.49,71.54,2.39%,626298
663,FWONK,Formula One Group,Services,Broadcasting - TV,USA,7564.07,,37.3,0.59%,420286
664,POOL,Pool Corporation,Consumer Goods,Sporting Goods,USA,7559.2,34.12,193.33,1.83%,85685
665,ADS,Alliance Data Systems Corporation,Services,Business Services,USA,7535.76,8.48,146.81,0.27%,432382
666,HUBS,"HubSpot, Inc.",Technology,Application Software,USA,7525.75,,176.91,1.67%,607300
667,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,7449.43,219.56,25.03,0.85%,1423436
668,FLIR,"FLIR Systems, Inc.",Technology,Scientific & Technical Instruments,USA,7419.51,24.98,54.74,0.87%,308987
669,UNM,Unum Group,Financial,Accident & Health Insurance,USA,7388.96,14.09,34.48,1.44%,576576
670,UHAL,AMERCO,Services,Rental & Leasing Services,USA,7377.35,20,378.52,1.24%,24483
671,SERV,"ServiceMaster Global Holdings, Inc.",Services,Business Services,USA,7255.76,,52.9,-0.08%,635283
672,PLNT,"Planet Fitness, Inc.",Services,Sporting Activities,USA,7229.28,69.82,76.94,1.17%,745957
673,CDAY,Ceridian HCM Holding Inc.,Technology,Application Software,USA,7220.99,,51.86,-0.17%,1277971
674,MPW,"Medical Properties Trust, Inc.",Financial,REIT - Healthcare Facilities,USA,7200.76,6.75,18.33,1.50%,1739706
675,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA,7179.65,43.41,30.43,0.43%,651485
676,BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,7146.06,,130.03,1.74%,531394
677,APO,"Apollo Global Management, LLC",Financial,Diversified Investments,USA,7140.2,44.46,35.66,-0.08%,1487483
678,WWD,"Woodward, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,7130.6,29.93,114.88,0.90%,250428
679,AYX,"Alteryx, Inc.",Technology,Application Software,USA,7106.56,231.08,115.31,3.47%,1659755
680,HUBB,Hubbell Incorporated,Technology,Diversified Electronics,USA,7105.73,19.5,130.62,0.65%,170671
681,AIZP,"Assurant, Inc.",Financial,Insurance Brokers,USA,7102.69,24.16,114.46,0.27%,530
682,PODD,Insulet Corporation,Healthcare,Medical Instruments & Supplies,USA,7098.26,553.66,119.59,0.41%,322884
683,FIVE,"Five Below, Inc.",Services,"Specialty Retail, Other",USA,7089.56,46.16,125.88,3.03%,652534
684,TTC,The Toro Company,Industrial Goods,Small Tools & Accessories,USA,7071.72,24.47,66.37,1.16%,851933
685,HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,7057.77,33.02,105.82,1.00%,285861
686,PVH,PVH Corp.,Consumer Goods,Textile - Apparel Clothing,USA,7043.23,11.54,93.66,-0.06%,661660
687,GRUB,Grubhub Inc.,Technology,Internet Information Providers,USA,7002.32,131.38,76.99,1.45%,989949
688,FLS,Flowserve Corporation,Industrial Goods,Diversified Machinery,USA,7002.3,45,53.46,1.17%,559330
689,ORI,Old Republic International Corporation,Financial,Property & Casualty Insurance,USA,7000.79,8.94,23.15,1.58%,903820
690,BERY,"Berry Global Group, Inc.",Consumer Goods,Packaging & Containers,USA,6982.25,19.34,54.21,0.63%,792265
691,LPLA,LPL Financial Holdings Inc.,Financial,Investment Brokerage - National,USA,6981.16,14.65,82.63,1.42%,329938
692,FSLR,"First Solar, Inc.",Technology,Semiconductor - Specialized,USA,6951.27,,66.19,-0.69%,512965
693,PAGP,"Plains GP Holdings, L.P.",Basic Materials,Oil & Gas Pipelines,USA,6934.04,9.11,25.34,2.01%,812785
694,PFPT,"Proofpoint, Inc.",Technology,Application Software,USA,6932.92,,125.29,2.09%,1090619
695,HXL,Hexcel Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,6906.25,25.47,81.25,0.64%,480785
696,DEI,"Douglas Emmett, Inc.",Financial,REIT - Diversified,USA,6882.77,59.88,40.84,0.96%,231715
697,AIZ,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,6881.69,23.72,109.94,1.03%,283671
698,CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical Laboratories & Research,USA,6853.69,31.53,142.37,0.70%,269182
699,GDI,"Gardner Denver Holdings, Inc.",Technology,Scientific & Technical Instruments,USA,6846.99,39.5,34.6,0.32%,593329
700,SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,6818.63,20.3,44.32,0.77%,670417
701,RGLD,"Royal Gold, Inc.",Basic Materials,Gold,USA,6817.18,69.63,104.59,1.00%,332224
702,COLM,Columbia Sportswear Company,Consumer Goods,Textile - Apparel Clothing,USA,6816.43,23.4,101.45,1.84%,172547
703,RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,6812.1,15.53,58,-0.21%,1889229
704,SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,6801.05,40.54,81.44,0.59%,736917
705,EWBC,"East West Bancorp, Inc.",Financial,Foreign Money Center Banks,USA,6789.27,10.02,46.74,1.54%,331124
706,Z,"Zillow Group, Inc.",Technology,Internet Information Providers,USA,6788.35,,48.27,0.77%,852450
707,DNKN,"Dunkin' Brands Group, Inc.",Services,Restaurants,USA,6776.45,29.62,81.96,1.31%,438412
708,CIEN,Ciena Corporation,Technology,Communication Equipment,USA,6766.94,33.7,43.14,2.20%,1579608
709,WBC,WABCO Holdings Inc.,Consumer Goods,Auto Parts,USA,6756.47,18.09,132.35,-0.16%,188828
710,GPS,"The Gap, Inc.",Services,Apparel Stores,USA,6753.69,6.34,18.12,2.55%,3518369
711,HDS,"HD Supply Holdings, Inc.",Services,Industrial Equipment Wholesale,USA,6751.54,17.54,40.25,0.75%,767354
712,SBNY,Signature Bank,Financial,Regional - Mid-Atlantic Banks,USA,6737.77,11.02,123.97,1.87%,201574
713,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel & Iron,USA,6731.64,5.68,30.13,-0.07%,1470400
714,MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,USA,6715.84,194.06,284.69,1.23%,85881
715,CABO,"Cable One, Inc.",Technology,Diversified Communication Services,USA,6705.44,42.3,1203.85,0.64%,28911
716,CONE,CyrusOne Inc.,Financial,REIT - Diversified,USA,6679.46,132.9,59.67,0.66%,220601
717,PLAN,"Anaplan, Inc.",Technology,Business Software & Services,USA,6667.22,,52.44,0.08%,914263
718,DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics,USA,6656.18,23.32,65.18,0.28%,412813
719,SON,Sonoco Products Company,Consumer Goods,Packaging & Containers,USA,6654.32,21.09,66.12,0.43%,219549
720,PBCT,"People's United Financial, Inc.",Financial,Savings & Loans,USA,6644.36,13.4,16.86,1.44%,1535567
721,NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,6593.28,10.77,15.42,0.59%,1923495
722,M,"Macy's, Inc.",Services,Department Stores,USA,6591.15,6.1,21.27,1.09%,4552775
723,COLD,Americold Realty Trust,Financial,REIT - Industrial,USA,6588.63,87.53,34.4,0.76%,1108148
724,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,6564.46,69.95,13.01,0.08%,903753
725,PPC,Pilgrim's Pride Corporation,Consumer Goods,Food - Major Diversified,USA,6559.38,28.14,26.99,1.39%,2098155
726,TRIP,"TripAdvisor, Inc.",Technology,Internet Information Providers,USA,6546.85,46.94,46.8,-0.95%,652304
727,NWL,Newell Brands Inc.,Consumer Goods,Housewares & Accessories,USA,6539.58,,15.46,3.55%,2367896
728,GLIBA,"GCI Liberty, Inc.",Technology,Telecom Services - Domestic,USA,6534.97,,62.8,0.85%,150260
729,ACC,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,6529.75,55.21,47.76,1.17%,201356
