No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1381,FELE,"Franklin Electric Co., Inc.",Industrial Goods,Industrial Electrical Equipment,USA,2130.82,22.77,46.79,0.88%,72913
1382,SUM,"Summit Materials, Inc.",Industrial Goods,General Building Materials,USA,2123.31,58.79,18.99,2.43%,316073
1383,JELD,"JELD-WEN Holding, Inc.",Industrial Goods,General Building Materials,USA,2122.18,19.89,21.38,0.71%,94140
1384,AEIS,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,2122.12,18.06,55.35,-1.28%,240310
1385,CLI,Mack-Cali Realty Corporation,Financial,REIT - Office,USA,2111.99,7.78,23.49,0.56%,189647
1386,TRMK,Trustmark Corporation,Financial,Regional - Southeast Banks,USA,2110.74,15.21,33.12,0.49%,118845
1387,NSIT,"Insight Enterprises, Inc.",Technology,Information Technology Services,USA,2109.21,12.88,58.9,1.73%,68564
1388,JACK,Jack in the Box Inc.,Services,Restaurants,USA,2108.5,17.9,81.82,0.52%,157625
1389,NAC,Nuveen California Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,2107.34,33.02,14.56,0.28%,134241
1390,NUV,"Nuveen Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,2105.99,,10.18,-0.10%,304461
1391,FIZZ,National Beverage Corp.,Consumer Goods,Beverages - Soft Drinks,USA,2098.04,15.18,45.56,2.38%,184944
1392,SANM,Sanmina Corporation,Technology,Diversified Electronics,USA,2096.93,19.44,30.63,1.16%,87253
1393,UE,Urban Edge Properties,Financial,REIT - Diversified,USA,2093.74,18.49,17.4,0.87%,303416
1394,DRH,DiamondRock Hospitality Company,Financial,REIT - Hotel/Motel,USA,2093.08,23.25,10.37,0.68%,491625
1395,SVMK,SVMK Inc.,Technology,Application Software,USA,2092.66,,16.66,1.09%,976796
1396,AKCA,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,2091,,22.86,1.92%,98462
1397,CALM,"Cal-Maine Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,2088.23,15.61,42.95,1.80%,113039
1398,CMC,Commercial Metals Company,Basic Materials,Steel & Iron,USA,2087.19,15.36,17.71,-1.94%,590133
1399,SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,USA,2087.12,14.54,15.6,-0.06%,124021
1400,MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,USA,2086,10.92,18.67,-0.11%,1206733
1401,CNNE,"Cannae Holdings, Inc.",Financial,Asset Management,USA,2083.27,69.22,29.28,0.07%,125564
1402,TEX,Terex Corporation,Industrial Goods,Farm & Construction Machinery,USA,2078.39,17.24,29.51,-0.57%,807715
1403,NWN,Northwest Natural Holding Company,Utilities,Gas Utilities,USA,2076.47,29.36,69.61,0.43%,65708
1404,AVNS,"Avanos Medical, Inc.",Healthcare,Medical Instruments & Supplies,USA,2071.12,,43.52,1.59%,78885
1405,IVR,Invesco Mortgage Capital Inc.,Financial,REIT - Diversified,USA,2070.16,,16.22,1.00%,504481
1406,CUB,Cubic Corporation,Technology,Scientific & Technical Instruments,USA,2069.92,353.46,66.45,1.19%,169033
1407,OTTR,Otter Tail Corporation,Utilities,Diversified Utilities,USA,2067.78,25.55,52.79,0.73%,39040
1408,OSIS,"OSI Systems, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,2067.75,56.1,116.69,0.69%,85524
1409,RNST,Renasant Corporation,Financial,Money Center Banks,USA,2062.8,12.47,35.8,1.10%,55494
1410,IDCC,"InterDigital, Inc.",Technology,Wireless Communications,USA,2061.42,190.9,65.86,1.53%,288430
1411,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,2059.63,,6.97,0.87%,243690
1412,SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,USA,2059,25.41,8.64,2.86%,2602793
1413,DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA,2057.56,,21.78,6.19%,192299
1414,ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,USA,2055.4,,18.97,2.21%,1891196
1415,MYGN,"Myriad Genetics, Inc.",Services,Research Services,USA,2050.2,154.53,27.97,0.07%,571506
1416,DSL,DoubleLine Income Solutions Fund,Financial,Closed-End Fund - Debt,USA,2050.17,,20.22,0.35%,241825
1417,TTEC,"TTEC Holdings, Inc.",Services,Business Services,USA,2049.32,41.67,45.04,-1.34%,69380
1418,MC,Moelis & Company,Financial,Asset Management,USA,2043.45,15.13,34.67,2.30%,162510
1419,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,2042.85,,48.26,-0.94%,251652
1420,VRRM,Verra Mobility Corporation,Services,Security & Protection Services,USA,2028.03,,13.33,1.14%,738538
1421,GWB,"Great Western Bancorp, Inc.",Financial,Money Center Banks,USA,2027.88,11.63,35.58,0.85%,103279
1422,LTXB,"LegacyTexas Financial Group, Inc.",Financial,Regional - Southwest Banks,USA,2026.83,14.04,41.73,1.56%,263930
1423,WAGE,"WageWorks, Inc.",Services,Management Services,USA,2024.48,78.89,50.65,0.00%,808788
1424,CNDT,Conduent Incorporated,Services,Business Services,USA,2023.3,,9.73,1.46%,766567
1425,MDC,"M.D.C. Holdings, Inc.",Industrial Goods,Residential Construction,USA,2020.24,9.84,33.42,0.30%,155886
1426,SCL,Stepan Company,Basic Materials,Specialty Chemicals,USA,2018.17,19.45,91.32,-0.77%,44340
1427,WSBC,"WesBanco, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,2018.11,13.12,37.97,-0.03%,72819
1428,CSQ,Calamos Strategic Total Return Fund,Financial,Closed-End Fund - Debt,USA,2011.01,8.99,13.01,0.90%,174494
1429,MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,USA,2005.44,10.34,52.97,0.57%,110178
